geo country;time;scenario;new vehicle registrations
Belgium;2045;EU-27 CAM scenario proportionally distributed across each EU country;514805,8966
Belgium;2046;EU-27 CAM scenario proportionally distributed across each EU country;514805,8966
Belgium;2047;EU-27 CAM scenario proportionally distributed across each EU country;514805,8966
Belgium;2048;EU-27 CAM scenario proportionally distributed across each EU country;514805,8966
Belgium;2049;EU-27 CAM scenario proportionally distributed across each EU country;514805,8966
Belgium;2050;EU-27 CAM scenario proportionally distributed across each EU country;514805,8966
Bulgaria;2022;EU-27 CAM scenario proportionally distributed across each EU country;23553,34489
Bulgaria;2023;EU-27 CAM scenario proportionally distributed across each EU country;24746,28942
Bulgaria;2024;EU-27 CAM scenario proportionally distributed across each EU country;25939,23394
Bulgaria;2025;EU-27 CAM scenario proportionally distributed across each EU country;27132,1785
Bulgaria;2026;EU-27 CAM scenario proportionally distributed across each EU country;28325,123
Bulgaria;2027;EU-27 CAM scenario proportionally distributed across each EU country;29518,06753
Bulgaria;2028;EU-27 CAM scenario proportionally distributed across each EU country;30711,01204
Bulgaria;2029;EU-27 CAM scenario proportionally distributed across each EU country;31903,95659
Bulgaria;2030;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2031;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2032;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2033;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2034;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2035;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2036;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2037;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2038;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2039;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2040;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2041;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2042;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2043;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2044;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2045;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2046;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2047;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2048;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2049;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Bulgaria;2050;EU-27 CAM scenario proportionally distributed across each EU country;33096,9011
Cyprus;2022;EU-27 CAM scenario proportionally distributed across each EU country;10146,7477
Cyprus;2023;EU-27 CAM scenario proportionally distributed across each EU country;10660,66652
Cyprus;2024;EU-27 CAM scenario proportionally distributed across each EU country;11174,58533
Cyprus;2025;EU-27 CAM scenario proportionally distributed across each EU country;11688,50416
Cyprus;2026;EU-27 CAM scenario proportionally distributed across each EU country;12202,42297
Cyprus;2027;EU-27 CAM scenario proportionally distributed across each EU country;12716,34179
Cyprus;2028;EU-27 CAM scenario proportionally distributed across each EU country;13230,2606
Cyprus;2029;EU-27 CAM scenario proportionally distributed across each EU country;13744,17942
Cyprus;2030;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2031;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2032;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2033;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2034;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2035;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2036;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2037;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2038;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2039;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2040;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2041;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2042;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2043;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2044;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2045;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2046;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2047;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2048;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2049;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Cyprus;2050;EU-27 CAM scenario proportionally distributed across each EU country;14258,09823
Czech Republic;2022;EU-27 CAM scenario proportionally distributed across each EU country;197824,7646
Czech Republic;2023;EU-27 CAM scenario proportionally distributed across each EU country;207844,3169
Czech Republic;2024;EU-27 CAM scenario proportionally distributed across each EU country;217863,8691
Czech Republic;2025;EU-27 CAM scenario proportionally distributed across each EU country;227883,4216
Czech Republic;2026;EU-27 CAM scenario proportionally distributed across each EU country;237902,9737
Czech Republic;2027;EU-27 CAM scenario proportionally distributed across each EU country;247922,526
Czech Republic;2028;EU-27 CAM scenario proportionally distributed across each EU country;257942,0781
Czech Republic;2029;EU-27 CAM scenario proportionally distributed across each EU country;267961,6306
Czech Republic;2030;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2031;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2032;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2033;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2034;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2035;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2036;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2037;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2038;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2039;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2040;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2041;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2042;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2043;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2044;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2045;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2046;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2047;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2048;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2049;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Czech Republic;2050;EU-27 CAM scenario proportionally distributed across each EU country;277981,1827
Germany;2022;EU-27 CAM scenario proportionally distributed across each EU country;2507408,524
Germany;2023;EU-27 CAM scenario proportionally distributed across each EU country;2634405,317
Germany;2024;EU-27 CAM scenario proportionally distributed across each EU country;2761402,11
Germany;2025;EU-27 CAM scenario proportionally distributed across each EU country;2888398,906
Germany;2026;EU-27 CAM scenario proportionally distributed across each EU country;3015395,698
Germany;2027;EU-27 CAM scenario proportionally distributed across each EU country;3142392,491
Germany;2028;EU-27 CAM scenario proportionally distributed across each EU country;3269389,282
Germany;2029;EU-27 CAM scenario proportionally distributed across each EU country;3396386,079
Germany;2030;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2031;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2032;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2033;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2034;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2035;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2036;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2037;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2038;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2039;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2040;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2041;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2042;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2043;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2044;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2045;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2046;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2047;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2048;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2049;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Germany;2050;EU-27 CAM scenario proportionally distributed across each EU country;3523382,87
Denmark;2022;EU-27 CAM scenario proportionally distributed across each EU country;178428,2299
Denmark;2023;EU-27 CAM scenario proportionally distributed across each EU country;187465,3743
Denmark;2024;EU-27 CAM scenario proportionally distributed across each EU country;196502,5188
Denmark;2025;EU-27 CAM scenario proportionally distributed across each EU country;205539,6634
Denmark;2026;EU-27 CAM scenario proportionally distributed across each EU country;214576,8077
Denmark;2027;EU-27 CAM scenario proportionally distributed across each EU country;223613,9522
Denmark;2028;EU-27 CAM scenario proportionally distributed across each EU country;232651,0965
Denmark;2029;EU-27 CAM scenario proportionally distributed across each EU country;241688,2412
Denmark;2030;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2031;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2032;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2033;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2034;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2035;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2036;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2037;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2038;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2039;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2040;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2041;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2042;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2043;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2044;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2045;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2046;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2047;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2048;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2049;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Denmark;2050;EU-27 CAM scenario proportionally distributed across each EU country;250725,3855
Spain;2022;EU-27 CAM scenario proportionally distributed across each EU country;821877,9576
Spain;2023;EU-27 CAM scenario proportionally distributed across each EU country;863504,9459
Spain;2024;EU-27 CAM scenario proportionally distributed across each EU country;905131,934
Spain;2025;EU-27 CAM scenario proportionally distributed across each EU country;946758,9232
Spain;2026;EU-27 CAM scenario proportionally distributed across each EU country;988385,9107
Spain;2027;EU-27 CAM scenario proportionally distributed across each EU country;1030012,899
Spain;2028;EU-27 CAM scenario proportionally distributed across each EU country;1071639,887
Spain;2029;EU-27 CAM scenario proportionally distributed across each EU country;1113266,876
Spain;2030;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2031;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2032;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2033;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2034;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2035;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2036;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2037;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2038;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2039;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2040;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2041;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2042;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2043;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2044;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2045;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2046;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2047;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2048;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2049;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Spain;2050;EU-27 CAM scenario proportionally distributed across each EU country;1154893,863
Estonia;2022;EU-27 CAM scenario proportionally distributed across each EU country;21636,06762
Estonia;2023;EU-27 CAM scenario proportionally distributed across each EU country;22731,90469
Estonia;2024;EU-27 CAM scenario proportionally distributed across each EU country;23827,74175
Estonia;2025;EU-27 CAM scenario proportionally distributed across each EU country;24923,57885
Estonia;2026;EU-27 CAM scenario proportionally distributed across each EU country;26019,4159
Estonia;2027;EU-27 CAM scenario proportionally distributed across each EU country;27115,25297
Estonia;2028;EU-27 CAM scenario proportionally distributed across each EU country;28211,09002
Estonia;2029;EU-27 CAM scenario proportionally distributed across each EU country;29306,92712
Estonia;2030;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2031;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2032;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2033;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2034;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2035;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2036;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2037;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2038;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2039;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2040;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2041;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2042;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2043;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2044;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2045;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2046;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2047;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2048;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2049;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Estonia;2050;EU-27 CAM scenario proportionally distributed across each EU country;30402,76417
Finland;2022;EU-27 CAM scenario proportionally distributed across each EU country;94502,16647
Finland;2023;EU-27 CAM scenario proportionally distributed across each EU country;99288,57124
Finland;2024;EU-27 CAM scenario proportionally distributed across each EU country;104074,976
Finland;2025;EU-27 CAM scenario proportionally distributed across each EU country;108861,3809
Finland;2026;EU-27 CAM scenario proportionally distributed across each EU country;113647,7855
Finland;2027;EU-27 CAM scenario proportionally distributed across each EU country;118434,1903
Finland;2028;EU-27 CAM scenario proportionally distributed across each EU country;123220,595
Finland;2029;EU-27 CAM scenario proportionally distributed across each EU country;128006,9999
Finland;2030;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2031;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2032;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2033;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2034;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2035;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2036;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2037;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2038;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2039;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2040;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2041;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2042;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2043;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2044;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2045;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2046;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2047;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2048;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2049;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
Finland;2050;EU-27 CAM scenario proportionally distributed across each EU country;132793,4046
France;2022;EU-27 CAM scenario proportionally distributed across each EU country;1561725,135
France;2023;EU-27 CAM scenario proportionally distributed across each EU country;1640824,366
France;2024;EU-27 CAM scenario proportionally distributed across each EU country;1719923,596
France;2025;EU-27 CAM scenario proportionally distributed across each EU country;1799022,828
France;2026;EU-27 CAM scenario proportionally distributed across each EU country;1878122,057
France;2027;EU-27 CAM scenario proportionally distributed across each EU country;1957221,287
France;2028;EU-27 CAM scenario proportionally distributed across each EU country;2036320,516
France;2029;EU-27 CAM scenario proportionally distributed across each EU country;2115419,749
France;2030;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2031;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2032;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2033;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2034;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2035;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2036;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2037;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2038;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2039;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2040;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2041;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2042;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2043;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2044;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2045;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2046;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2047;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2048;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2049;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
France;2050;EU-27 CAM scenario proportionally distributed across each EU country;2194518,978
Greece;2022;EU-27 CAM scenario proportionally distributed across each EU country;95886,81359
Greece;2023;EU-27 CAM scenario proportionally distributed across each EU country;100743,3488
Greece;2024;EU-27 CAM scenario proportionally distributed across each EU country;105599,8841
Greece;2025;EU-27 CAM scenario proportionally distributed across each EU country;110456,4194
Greece;2026;EU-27 CAM scenario proportionally distributed across each EU country;115312,9546
Greece;2027;EU-27 CAM scenario proportionally distributed across each EU country;120169,4898
Greece;2028;EU-27 CAM scenario proportionally distributed across each EU country;125026,025
Greece;2029;EU-27 CAM scenario proportionally distributed across each EU country;129882,5603
Greece;2030;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2031;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2032;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2033;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2034;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2035;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2036;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2037;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2038;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2039;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2040;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2041;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2042;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2043;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2044;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2045;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2046;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2047;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2048;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2049;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Greece;2050;EU-27 CAM scenario proportionally distributed across each EU country;134739,0955
Croatia;2022;EU-27 CAM scenario proportionally distributed across each EU country;43307,51641
Croatia;2023;EU-27 CAM scenario proportionally distributed across each EU country;45500,98256
Croatia;2024;EU-27 CAM scenario proportionally distributed across each EU country;47694,4487
Croatia;2025;EU-27 CAM scenario proportionally distributed across each EU country;49887,9149
Croatia;2026;EU-27 CAM scenario proportionally distributed across each EU country;52081,38101
Croatia;2027;EU-27 CAM scenario proportionally distributed across each EU country;54274,84716
Croatia;2028;EU-27 CAM scenario proportionally distributed across each EU country;56468,31327
Croatia;2029;EU-27 CAM scenario proportionally distributed across each EU country;58661,77947
Croatia;2030;EU-27 CAM scenario proportionally distributed across each EU country;60855,24558
Croatia;2031;EU-27 CAM scenario proportionally distributed across each EU country;60855,24558
Croatia;2032;EU-27 CAM scenario proportionally distributed across each EU country;60855,24558
Croatia;2033;EU-27 CAM scenario proportionally distributed across each EU country;60855,24558
Croatia;2034;EU-27 CAM scenario proportionally distributed across each EU country;60855,24558
Croatia;2035;EU-27 CAM scenario proportionally distributed across each EU country;60855,24558
Croatia;2036;EU-27 CAM scenario proportionally distributed across each EU country;60855,24558
Croatia;2037;EU-27 CAM scenario proportionally distributed across each EU country;60855,24558
Croatia;2038;EU-27 CAM scenario proportionally distributed across each EU country;60855,24558
Croatia;2039;EU-27 CAM scenario proportionally distributed across each EU country;60855,24558
Croatia;2040;EU-27 CAM scenario proportionally distributed across each EU country;60855,24558
Croatia;2041;EU-27 CAM scenario proportionally distributed across each EU country;60855,24558
Croatia;2042;EU-27 CAM scenario proportionally distributed across each EU country;60855,24558
